v1,site_code,year_actual,plot,block,site_name,continent,country,region,managed,burned,grazed,anthropogenic,habitat,elevation,latitude,longitude,rain_pet,mat_v2,mat_range_v2,iso_v2,temp_var_v2,max_temp_v2,min_temp_v2,ann_temp_range_v2,temp_wet_q_v2,temp_dry_q_v2,temp_warm_q_v2,temp_cold_q_v2,map_v2,map_wet_m_v2,map_dry_m_v2,map_var_v2,map_wet_q_v2,map_dry_q_v2,map_warm_q_v2,map_cold_q_v2,ai,pet,n_dep,experiment_type,n,p,k,exclose,trt,first_nutrient_year,first_fenced_year,year_trt,sum_int_cover,sum_nat_cover,sum_unk_cover,total_cover,int_rich,nat_rich,unk_rich,rich,site_year_rich,site_richness,site_native_richness,site_introduced_richness,plot_beta,dead_mass,live_mass,total_mass,unsorted_mass,proportion_par,ambient_par,ground_par,pct_c,pct_c2,pct_n,pct_n2,ppm_p,ppm_k,ppm_ca,ppm_mg,ppm_s,ppm_na,ppm_zn,ppm_mn,ppm_fe,ppm_cu,ppm_b,ph,percentsand,percentsand_2,percentsilt,percentsilt_2,percentclay,percentclay_2,classification,richvegan,shan,simpson,even,site,soilts_post_trt_flag,soilts_after_n_treatment_yrs,soilts_pct_c,soilts_pct_n,soilts_ppm_p,soilts_ppm_k,soilts_ppm_ca,soilts_ppm_mg,soilts_ppm_s,soilts_ppm_na,soilts_ppm_zn,soilts_ppm_mn,soilts_ppm_fe,soilts_ppm_cu,soilts_ppm_b,soilts_organicmatter,soilts_ph,soilts_cationexchangecapacity,multiple_soildata_years,maxtrtyr,mintrtyr,has5yrsdata,has4yrsdata,has3yrsdata,has6yrsdata,iscontrol,ispretreatmentyr,istreatedyear,isfenced,newplotid,newblockid,avg_neighbor_rich,lagged_avg_neighbor_rich,avgtrtneighrichwithinblock,lagged_avgtrtneighrichwithinbloc,avgtrtneighrichwithinsite,lagged_avgtrtneighrichwithinsite,laggedrich,laggedlive_mass,changerich,changelive_mass,lagged_changelive_mass,lagged_changerich,rich_increase,rich_decrease,rich_nochange,changeground_par,changeambient_par,laggedeven,laggedshan,laggedsimpson,laggedplot_beta,changeevenness,changeshan,changesimpson,changeplot_beta,site_live_massyr,ave_site_live_mass,initial_site_rich,year,yr_in_plot,plst_id,site_code2,styr_id,duplicates,l_lmass,l_rich,l_nbrich,l_nbrichblock,l_simpson,l_even,l_ground_par,ihs_even,rich2,pais,tierra
968,"sevi.us",2011,8,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",4,"0","18.15","0.05","18.2","0","5","1",6,20,65,31,0,"10.8333","NA",32.45,32.45,"NA","0.987648673376029","2186",2159,"0.225",.225,"0.029",.029,32,240,2728,217,30,23,.4,89,37,2.6,.9,8.3,"82",82,"9.1",9.1,"8.8",8.8,"Loamy Sand","6",.65879562,1.4462103,.36768084,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_8","sevi.us_1",7.0512821,10.641026,7,"10.6",7,"10.6","10","31.97","-4","0.480000000000004","30.15","2","FALSE","TRUE","FALSE","NA","NA","0.647203147575453","1.49024031974606","3.16391606703234","6.5","-0.279522311616463","-0.831444700262852","-1.71770579808368","4.3333",1055.25,2903.809,32,5,8,110,33,266,0,3.4797,1.791759,1.953209,1.94591,.3689465,-1.00054,7.677401,.3598633,36,"US","desert grassland"
973,"sevi.us",2012,8,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",5,"0","73.85","0","73.85","0","8","0",8,34,65,31,0,"8.125","NA",42.92,42.92,"NA","NA","NA",,"0.225",.225,"0.029",.029,32,240,2728,217,30,23,.4,89,37,2.6,.9,8.3,"82",82,"9.1",9.1,"8.8",8.8,"Loamy Sand","8",1.3526959,2.9658638,.6505092,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_8","sevi.us_1",9.3589744,7.0512821,9.1142857,"7",9.114285,"7","6","32.45","2","10.47","0.480000000000004","-4","TRUE","FALSE","FALSE","NA","NA","0.36768083595899","0.658795619483208","1.44621026894866","10.8333","0.282828364327167","0.693900234836752","1.51965353683022","-2.7083",1531.36,2903.809,32,6,8,110,33,267,0,3.759338,2.079442,2.236336,2.209843,1.087168,-.4299998,,.6116512,64,"US","desert grassland"
978,"sevi.us",2013,8,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",6,"0","54.53","0","54.53","0","5","0",5,29,65,31,0,"13","NA",61.89,61.89,"NA","0.86490101658641","1869",1616.5,"0.225",.225,"0.029",.029,32,240,2728,217,30,23,.4,89,37,2.6,.9,8.3,"82",82,"9.1",9.1,"8.8",8.8,"Loamy Sand","5",.46738334,1.2569635,.2904016,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_8","sevi.us_1",7.0512821,9.3589744,6.8285714,"9.11428571428571",6.828571,"9.11428571428571","8","42.92","-3","18.97","10.47","2","FALSE","TRUE","FALSE","NA","NA","0.650509200286157","1.35269585431996","2.96586380577888","8.125","-0.360107603710865","-0.885312514960292","-1.70890032710955","4.875",3936.02,2903.809,32,7,8,110,33,268,0,4.125359,1.609438,1.953209,1.921116,.2286989,-1.23649,7.388019,.2864674,25,"US","desert grassland"
983,"sevi.us",2014,8,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",7,"0","54.61","0","54.68","0","4","0",6,29,65,31,0,"10.8333","NA",143.47,143.47,"NA","NA","NA",,"0.225",.225,"0.029",.029,32,240,2728,217,30,23,.4,89,37,2.6,.9,8.3,"82",82,"9.1",9.1,"8.8",8.8,"Loamy Sand","6",.10723105,1.0359748,.05984679,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_8","sevi.us_1",6.5641026,7.0512821,6.4571429,"6.82857142857143",6.457143,"6.82857142857143","5","61.89","1","81.58","18.97","-3","TRUE","FALSE","FALSE","NA","NA","0.290401596575292","0.467383339359668","1.25696347866933","13","-0.230554809168775","-0.360152291321162","-0.22098866098631","-2.1667",3585.34,2903.809,32,8,8,110,33,269,0,4.966126,1.791759,1.881616,1.865187,.0353428,-2.815968,,.0598111,36,"US","desert grassland"
949,"sevi.us",2007,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",0,"0","47.11","0","47.11","0","7","0",7,32,65,31,0,"9.2857","NA",113.86,113.86,"NA","0.739098481136698","2041",1508.5,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","7",1.0522462,2.2140779,.5407476,"sevi.us","0","0","0.291","0.029","44","206","2593","209","29","35","0.6","88","41","2.5","0.8","0.8","8.4","12.5","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","sevi.us_12","sevi.us_1",8.2820513,,8.2285714,"NA",8.228572,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3815.38,2903.809,32,1,8,111,33,262,0,4.73497,1.94591,2.114091,2.107612,.794836,-.6148027,7.318871,.5173575,49,"US","desert grassland"
954,"sevi.us",2008,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",1,"0","53.95","0","53.95","0","4","0",4,20,65,31,0,"16.25","NA",148.82,148.82,"NA","0.5850622406639","2169",1269,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","4",.52300917,1.4271629,.37727137,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",5.4102564,8.2820513,5.4857143,"8.22857142857143",5.485714,"8.22857142857143","7","113.86","-3","34.96","NA","NA","FALSE","TRUE","FALSE","-239.5","128","0.540747596124585","1.05224623537609","2.21407794492739","9.2857","-0.163476224877687","-0.529237060804546","-0.78691499641107","6.9643",5818.26,2903.809,32,2,8,111,33,263,0,5.002738,1.386294,1.688296,1.702147,.3556885,-.9747905,7.145985,.3688506,16,"US","desert grassland"
959,"sevi.us",2009,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",2,"0","23.68","0","23.68","0","5","0",5,23,65,31,0,"13","NA",1.62,1.62,"NA","NA","NA",,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","5",.10150395,1.0327919,.06306795,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",3.9487179,5.4102564,3.8571429,"5.48571428571429",3.857143,"5.48571428571429","4","148.82","1","-147.2","34.96","-3","TRUE","FALSE","FALSE","NA","NA","0.377271371246898","0.523009174571544","1.42716294851632","16.25","-0.314203418756771","-0.421505220774341","-0.39437101484576","-3.25",368.27,2903.809,32,3,8,111,33,264,0,.4824261,1.609438,1.373391,1.349927,.0322657,-2.763542,,.0630262,25,"US","desert grassland"
964,"sevi.us",2010,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",3,"0","48.83","5","54.18","0","8","1",11,34,65,31,0,"5.9091","NA",57.03,57.03,"NA","NA","NA",,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","11",2.0584223,7.063062,.85842876,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",10.615385,3.9487179,10.6,"3.85714285714286",10.6,"3.85714285714286","5","1.62","6","55.41","-147.2","1","TRUE","FALSE","FALSE","NA","NA","0.0630679524901269","0.101503953797203","1.03279193367056","13","0.795360803878258","1.95691830313273","6.03027004970284","-7.0909",3120.59,2903.809,32,4,8,111,33,265,0,4.043578,2.397895,2.362304,2.360854,1.954879,-.1526516,,.7776463,121,"US","desert grassland"
969,"sevi.us",2011,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",4,"0","7.7","1.15","9.2","0","5","1",7,20,65,31,0,"9.2857","NA",21.25,21.25,"NA","0.995923913043478","2208",2199,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","7",1.5561458,3.8229449,.79970076,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",7.025641,10.615385,7,"10.6",7,"10.6","11","57.03","-4","-35.78","55.41","6","FALSE","TRUE","FALSE","NA","NA","0.858428756368385","2.05842225692993","7.0630619833734","5.9091","-0.058727998474466","-0.50227643593693","-3.24011708725777","3.3766",1055.25,2903.809,32,5,8,111,33,266,0,3.056357,1.94591,1.949566,1.94591,1.341021,-.2235177,7.695758,.7324346,49,"US","desert grassland"
974,"sevi.us",2012,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",5,"0","43.7","0","48.2","0","9","0",12,34,65,31,0,"5.4167","NA",46.39,46.39,"NA","NA","NA",,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","12",2.0665038,6.5268874,.83162232,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",9.2564103,7.025641,9.1142857,"7",9.114285,"7","7","21.25","5","25.14","-35.78","-4","TRUE","FALSE","FALSE","NA","NA","0.799700757893919","1.556145820993","3.82294489611563","9.2857","0.031921562841136","0.51035801391367","2.70394250431119","-3.869",1531.36,2903.809,32,6,8,111,33,267,0,3.837084,2.484907,2.225316,2.209843,1.87593,-.1843769,,.7571712,144,"US","desert grassland"
979,"sevi.us",2013,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",6,"0","29.26","0","30.01","0","8","0",9,29,65,31,0,"7.2222","NA",46.88,46.88,"NA","0.908798283261803","1864",1694,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","9",1.5795391,3.9038394,.71887924,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",6.9487179,9.2564103,6.8285714,"9.11428571428571",6.828571,"9.11428571428571","12","46.39","-3","0.490000000000002","25.14","5","FALSE","TRUE","FALSE","NA","NA","0.831622320735055","2.06650383490667","6.52688740042682","5.4167","-0.112743084055133","-0.48696470793684","-2.62304804208275","1.8055",3936.02,2903.809,32,7,8,111,33,268,0,3.847591,2.197225,1.938557,1.921116,1.361961,-.3300619,7.434848,.6680645,81,"US","desert grassland"
984,"sevi.us",2014,12,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",7,"0","29.15","0","29.51","0","5","0",6,29,65,31,0,"10.8333","NA",75.51,75.51,"NA","NA","NA",,"0.291",.291,"0.029",.029,44,206,2593,209,29,35,.6,88,41,2.5,.8,8.4,"84",84,"9.1",9.1,"6.8",6.8,"Loamy Sand","6",.38341149,1.1786373,.21398602,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_12","sevi.us_1",6.5641026,6.9487179,6.4571429,"6.82857142857143",6.457143,"6.82857142857143","9","46.88","-3","28.63","0.490000000000002","-3","FALSE","TRUE","FALSE","NA","NA","0.718879236679922","1.57953912696983","3.90383935834407","7.2222","-0.504893211717318","-1.19612764046061","-2.72520202184396","3.6111",3585.34,2903.809,32,8,8,111,33,269,0,4.324265,1.791759,1.881616,1.865187,.164359,-1.541845,,.2123857,36,"US","desert grassland"
950,"sevi.us",2007,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",0,"0","49.81","0","49.81","0","7","0",7,32,65,31,0,"9.2857","NA",88.19,88.19,"NA","0.664406779661017","2065",1372,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","7",.92463581,1.9606113,.47516881,"sevi.us","0","0","0.377","0.034","43","178","2811","162","29","47","0.7","86","31","2.4","0.7","0.8","8.5","13","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","sevi.us_22","sevi.us_1",8.2820513,,8.2285714,"NA",8.228572,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",3815.38,2903.809,32,1,8,112,33,262,0,4.479494,1.94591,2.114091,2.107612,.6732563,-.7440851,7.224025,.4588926,49,"US","desert grassland"
955,"sevi.us",2008,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",1,"0","52","0","52","0","3","0",3,20,65,31,0,"21.6667","NA",135.62,135.62,"NA","0.725022104332449","2262",1640,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","3",.48901095,1.4321882,.44511695,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",5.4358974,8.2820513,5.4857143,"8.22857142857143",5.485714,"8.22857142857143","7","88.19","-4","47.43","NA","NA","FALSE","TRUE","FALSE","268","197","0.475168809871794","0.924635809644059","1.9606112529546","9.2857","-0.030051863909544","-0.435624862915512","-0.52842303460946","12.381",5818.26,2903.809,32,2,8,112,33,263,0,4.909857,1.098612,1.693025,1.702147,.3592035,-.8094183,7.402452,.4315926,9,"US","desert grassland"
960,"sevi.us",2009,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",2,"0","32.5","0.01","32.51","0","2","1",3,23,65,31,0,"21.6667","NA",3.35,3.35,"NA","NA","NA",,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","3",.16576849,1.0805367,.15088898,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",4,5.4358974,3.8571429,"5.48571428571429",3.857143,"5.48571428571429","3","135.62","0","-132.27","47.43","-4","FALSE","FALSE","TRUE","NA","NA","0.44511694596225","0.489010946728547","1.43218821834514","21.6667","-0.294227964113269","-0.323242457044637","-0.35165148536487","0",368.27,2903.809,32,3,8,112,33,264,0,1.20896,1.098612,1.386294,1.349927,.0774579,-1.891211,,.1503222,9,"US","desert grassland"
965,"sevi.us",2010,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",3,"0","22.16","0.75","22.91","0","5","2",7,34,65,31,0,"9.2857","NA",32.18,32.18,"NA","NA","NA",,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","7",1.1633132,2.6616327,.59782472,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",10.717949,4,10.6,"3.85714285714286",10.6,"3.85714285714286","3","3.35","4","28.83","-132.27","0","TRUE","FALSE","FALSE","NA","NA","0.150888981848981","0.16576848968391","1.08053673298027","21.6667","0.446935739569458","0.9975447030804","1.58109601651132","-12.381",3120.59,2903.809,32,4,8,112,33,265,0,3.471345,1.94591,2.37192,2.360854,.9789398,-.5144577,,.5669587,49,"US","desert grassland"
970,"sevi.us",2011,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",4,"0","1.65","1.8","3.45","0","3","1",4,20,65,31,0,"16.25","NA",6.8,6.8,"NA","0.999092558983666","2204",2202,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","4",1.1146425,2.6376731,.80404462,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",7.1025641,10.717949,7,"10.6",7,"10.6","7","32.18","-3","-25.38","28.83","4","FALSE","TRUE","FALSE","NA","NA","0.597824721418439","1.16331319276431","2.66163274949159","9.2857","0.206219895371315","-0.0486706744198699","-0.0239596192976803","6.9643",1055.25,2903.809,32,5,8,112,33,266,0,1.916923,1.386294,1.960456,1.94591,.9698972,-.2181005,7.697121,.7358235,16,"US","desert grassland"
975,"sevi.us",2012,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",5,"0","33.1","5","38.1","0","8","1",9,34,65,31,0,"7.2222","NA",13.28,13.28,"NA","NA","NA",,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","9",1.8978361,5.6867375,.86374242,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",9.3333333,7.1025641,9.1142857,"7",9.114285,"7","4","6.8","5","6.48","-25.38","-3","TRUE","FALSE","FALSE","NA","NA","0.804044616789754","1.11464251834444","2.63767313019391","16.25","0.059697803907142","0.78319355689866","3.04906437472541","-9.0278",1531.36,2903.809,32,6,8,112,33,267,0,2.586259,2.197225,2.233592,2.209843,1.738137,-.1464807,,.7816729,81,"US","desert grassland"
980,"sevi.us",2013,22,1,"Sevilleta LTER","North America","US","Central plains (North America)",0,0,0,0,"desert grassland",1600,34.3592,-106.6905,-1221,13.0625,19.64167,45.6783,846.826,34,-9,43,22.9,4.766667,23.5,2.7,252,52,10,66.0692,129,30,107,34,.171,1473,1.9647,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,"NA",6,"0","58.56","0","63.57","0","6","0",8,29,65,31,0,"8.125","NA",140.25,140.25,"NA","0.770120988953182","1901",1464,"0.377",.377,"0.034",.034,43,178,2811,162,29,47,.7,86,31,2.4,.7,8.5,"84",84,"13.1",13.1,"2.8",2.8,"Loamy Sand","8",1.5702537,3.3402146,.75513239,"sevi.us","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TRUE",7,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","sevi.us_22","sevi.us_1",6.974359,9.3333333,6.8285714,"9.11428571428571",6.828571,"9.11428571428571","9","13.28","-1","126.97","6.48","5","FALSE","TRUE","FALSE","NA","NA","0.863742420696896","1.8978360752431","5.68673750491932","7.2222","-0.108610031333015","-0.32758241533189","-2.3465228804492","0.9028",3936.02,2903.809,32,7,8,112,33,268,0,4.943427,2.079442,1.94224,1.921116,1.206035,-.2808622,7.288928,.697248,64,"US","desert grassland"
