"","V1","site_code","year","plot","block","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT_v2","MAT_RANGE_v2","ISO_v2","TEMP_VAR_v2","MAX_TEMP_v2","MIN_TEMP_v2","ANN_TEMP_RANGE_v2","TEMP_WET_Q_v2","TEMP_DRY_Q_v2","TEMP_WARM_Q_v2","TEMP_COLD_Q_v2","MAP_v2","MAP_WET_M_v2","MAP_DRY_M_v2","MAP_VAR_v2","MAP_WET_Q_v2","MAP_DRY_Q_v2","MAP_WARM_Q_v2","MAP_COLD_Q_v2","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C","pct_N","ppm_P","ppm_K","ppm_Ca","ppm_Mg","ppm_S","ppm_Na","ppm_Zn","ppm_Mn","ppm_Fe","ppm_Cu","ppm_B","pH","PercentSand","PercentSilt","PercentClay","Classification","rich.vegan","shan","simpson","even","site","soilts_post_trt_flag","soilts_after_n_treatment_yrs","soilts_pct_C","soilts_pct_N","soilts_ppm_P","soilts_ppm_K","soilts_ppm_Ca","soilts_ppm_Mg","soilts_ppm_S","soilts_ppm_Na","soilts_ppm_Zn","soilts_ppm_Mn","soilts_ppm_Fe","soilts_ppm_Cu","soilts_ppm_B","soilts_OrganicMatter","soilts_pH","soilts_CationExchangeCapacity","multiple_soildata_years","max.trt.yr","min.trt.yr","has.5.yrs.data","has.4.yrs.data","has.3.yrs.data","has.6.yrs.data","is.control","is.PretreatmentYr","is.TreatedYear","is.Fenced","newplotid","newblockid","avg_neighbor_rich","lagged_avg_neighbor_rich","avg.trt.neigh.rich.within.block","lagged_avg.trt.neigh.rich.within.block","avg.trt.neigh.rich.within.site","lagged_avg.trt.neigh.rich.within.site","laggedrich","laggedlive_mass","changerich","changelive_mass","lagged_changelive_mass","lagged_changerich","rich_increase","rich_decrease","rich_nochange","changeGround_PAR","changeAmbient_PAR","laggedeven","laggedshan","laggedsimpson","laggedplot_beta","changeEvenness","changeShan","changeSimpson","changePlot_beta","site_live_mass.yr","ave_site_live_mass","initial_site_rich","singleton","site.by.yeardummy"
"834",900,"sedg.us","2012",17,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,5,89,1,0,90,6,1,0,7,19,35,14,15,5,462.9,341.5,804.4,NA,0.309558823529412,1360,421,2.103,0.172,69,398,2273,1538,30,36,1.6,137,156,3.6,0.6,6.9,NA,NA,NA,NA,7,1.06169617760981,2.06106870229008,0.545603905773982,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_17","sedg.us_2",5.31034482758621,2.89655172413793,4.25,2.625,5.125,2.79166666666667,3,242.7,4,98.8,-273.85,-1,TRUE,FALSE,FALSE,366.9,-639.8,0.648931803917207,0.712924454291008,1.89059080962801,11.6667,-0.103327898143225,0.348771723318802,0.17047789266207,-6.6667,9885.25,12533.4140886364,19,FALSE,"sedg.us_2012"
"835",901,"sedg.us","2012",21,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,5,101,3,0,104,8,3,0,11,19,35,14,15,3.1818,559.85,179.85,739.7,NA,0.167454422687373,1481,248,2.627,0.21,68,407,1897,1629,28,35,1.9,139,166,4.1,0.6,6.7,48,31.1,20.8,"Loam",11,1.35854521438994,2.83884514435696,0.566557359615001,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_21","sedg.us_3",5.17241379310345,2.82758620689655,5.75,3.125,5.125,2.79166666666667,5,227.85,6,-48,-25.05,-6,TRUE,FALSE,FALSE,93.93,-548.77,0.467986540609664,0.753195280966074,1.64377358490566,7,0.098570819005337,0.605349933423866,1.1950715594513,-3.8182,9885.25,12533.4140886364,19,FALSE,"sedg.us_2012"
"836",902,"sedg.us","2012",28,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,5,100,3,0,103,7,2,0,9,19,35,14,15,3.8889,183.6,193.3,376.9,NA,0.271695594125501,1498,407,1.9,0.155,61,355,2389,1606,30,35,1.4,127,144,4.1,0.6,7,NA,NA,NA,NA,9,1.41376399303495,3.16214605067064,0.643431721826501,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_28","sedg.us_3",5.24137931034483,2.82758620689655,5.75,3.125,5.125,2.79166666666667,5,239.15,4,-45.85,-16.2,-3,TRUE,FALSE,FALSE,160.93,-529.37,0.512278320127001,0.824480150130448,1.84584401318198,7,0.1311534016995,0.589283842904502,1.31630203748866,-3.1111,9885.25,12533.4140886364,19,FALSE,"sedg.us_2012"
"837",903,"sedg.us","2013",1,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,41.5,0.5,0,42,8,1,0,9,19,35,14,15,3.8889,392.9,224.6,617.5,NA,0.113011923276309,1929,218,2.422,0.205,57,581,2054,2089,30,38,1.7,147,138,4,0.9,6.9,NA,NA,NA,NA,9,1.34040913263811,2.53084648493544,0.610046486128031,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_1","sedg.us_1",4.89655172413793,5.37931034482759,5.125,5.375,4.41666666666667,5.125,5,274.7,4,-50.1,30.55,2,TRUE,FALSE,FALSE,75,632,0.283501447067767,0.456277977140793,1.23284046692607,7,0.326545039060264,0.884131155497317,1.29800601800937,-3.1111,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"838",904,"sedg.us","2013",7,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,87,2,0,89,5,1,0,6,19,35,14,15,5.8333,487.05,286.2,773.25,NA,0.0324214792299899,1974,64,3.084,0.254,58,408,1907,1685,25,36,1.9,137,146,4.1,0.7,6.6,40,37.1,22.8,"Loam",6,1.39814966990467,3.57607223476298,0.780322188282914,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_7","sedg.us_1",5,5.44827586206897,5.125,5.375,4.41666666666667,5.125,3,308.4,3,-22.2,18.3,1,TRUE,FALSE,FALSE,-245,886,0.386569914523624,0.424690458525034,1.29549937242245,11.6667,0.39375227375929,0.973459211379636,2.28057286234053,-5.8334,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"839",905,"sedg.us","2013",14,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,61.5,0,0,61.5,4,0,0,4,19,35,14,15,8.75,469.75,328.65,798.4,NA,0.0892137096774194,1984,177,2.331,0.187,78,445,2148,1727,31,36,2.3,146,178,4.2,0.7,6.8,56,23.1,20.8,"Sandy Loam",4,0.481634428936542,1.32281192620442,0.347425801074069,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_14","sedg.us_2",5.06896551724138,5.44827586206897,3.875,4.25,4.41666666666667,5.125,3,234.85,1,93.8,-31.3,1,TRUE,FALSE,FALSE,3,552,0.628081269729467,0.690017801207062,1.8398133748056,11.6667,-0.280655468655398,-0.20838337227052,-0.51700144860118,-2.9167,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"840",906,"sedg.us","2013",17,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,71,3,0,74,6,1,0,7,19,35,14,15,5,478.7,363.15,841.85,NA,0.29803328290469,1983,591,2.103,0.172,69,398,2273,1538,30,36,1.6,137,156,3.6,0.6,6.9,NA,NA,NA,NA,7,0.926954964298075,1.78023407022107,0.476360619604192,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_17","sedg.us_2",4.96551724137931,5.31034482758621,3.875,4.25,4.41666666666667,5.125,7,341.5,0,21.65,98.8,4,FALSE,FALSE,TRUE,170,623,0.545603905773982,1.06169617760981,2.06106870229008,5,-0.06924328616979,-0.134741213311735,-0.28083463206901,0,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"841",907,"sedg.us","2013",21,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,57.5,1.5,0,59,6,3,0,9,19,35,14,15,3.8889,328.45,416.25,744.7,NA,0.116385911179173,1959,228,2.627,0.21,68,407,1897,1629,28,35,1.9,139,166,4.1,0.6,6.7,48,31.1,20.8,"Loam",9,0.942412662996416,1.78741976893453,0.428910486764598,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_21","sedg.us_3",4.89655172413793,5.17241379310345,4.25,5.75,4.41666666666667,5.125,11,179.85,-2,236.4,-48,6,FALSE,TRUE,FALSE,-20,478,0.566557359615001,1.35854521438994,2.83884514435696,3.1818,-0.137646872850403,-0.416132551393524,-1.05142537542243,0.7071,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"842",908,"sedg.us","2013",28,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,6,81,12,0,93,8,2,0,10,19,35,14,15,3.5,314.95,328.3,643.25,NA,0.156596173212487,1986,311,1.9,0.155,61,355,2389,1606,30,35,1.4,127,144,4.1,0.6,7,NA,NA,NA,NA,10,1.51549185394859,3.57692307692308,0.658169749539202,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_28","sedg.us_3",4.86206896551724,5.24137931034483,4.25,5.75,4.41666666666667,5.125,9,193.3,1,135,-45.85,4,TRUE,FALSE,FALSE,-96,488,0.643431721826501,1.41376399303495,3.16214605067064,3.8889,0.0147380277127011,0.10172786091364,0.41477702625244,-0.3889,11006.4,12533.4140886364,19,FALSE,"sedg.us_2013"
"843",909,"sedg.us","2014",1,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,51.5,1,0,52.5,5,2,0,7,15,35,14,15,5,343.5,240.1,583.6,NA,0.158456069070594,1969,312,2.422,0.205,57,581,2054,2089,30,38,1.7,147,138,4,0.9,6.9,NA,NA,NA,NA,7,1.18588805046997,2.49716874292186,0.609425903372612,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_1","sedg.us_1",3.31034482758621,4.89655172413793,3.5,5.125,3.04166666666667,4.41666666666667,9,224.6,-2,15.5,-50.1,4,FALSE,TRUE,FALSE,94,40,0.610046486128031,1.34040913263811,2.53084648493544,3.8889,-0.000620582755418986,-0.15452108216814,-0.0336777420135803,1.1111,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"844",910,"sedg.us","2014",7,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,42,0,0,42,3,0,0,3,15,35,14,15,11.6667,567.5,232.7,800.2,NA,0.129032258064516,1953,252,3.084,0.254,58,408,1907,1685,25,36,1.9,137,146,4.1,0.7,6.6,40,37.1,22.8,"Loam",3,0.85158425391957,2.19402985074627,0.775145392695342,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_7","sedg.us_1",3.44827586206897,5,3.5,5.125,3.04166666666667,4.41666666666667,6,286.2,-3,-53.5,-22.2,3,FALSE,TRUE,FALSE,188,-21,0.780322188282914,1.39814966990467,3.57607223476298,5.8333,-0.005176795587572,-0.5465654159851,-1.38204238401671,5.8334,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"845",911,"sedg.us","2014",14,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,38,0,0,38,2,0,0,2,15,35,14,15,17.5,451,368.4,819.4,NA,0.127375449409348,1947,248,2.331,0.187,78,445,2148,1727,31,36,2.3,146,178,4.2,0.7,6.8,56,23.1,20.8,"Sandy Loam",2,0.601679754913255,1.69882352941176,0.86804039861664,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_14","sedg.us_2",3.48275862068966,5.06896551724138,2.5,3.875,3.04166666666667,4.41666666666667,4,328.65,-2,39.75,93.8,1,FALSE,TRUE,FALSE,71,-37,0.347425801074069,0.481634428936542,1.32281192620442,8.75,0.520614597542571,0.120045325976713,0.37601160320734,8.75,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"846",912,"sedg.us","2014",17,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,37,0,0,37,3,0,0,3,15,35,14,15,11.6667,555.4,253,808.4,NA,0.230328295987493,1919,442,2.103,0.172,69,398,2273,1538,30,36,1.6,137,156,3.6,0.6,6.9,NA,NA,NA,NA,3,0.63964065268897,1.61248527679623,0.582226013022694,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_17","sedg.us_2",3.44827586206897,4.96551724137931,2.5,3.875,3.04166666666667,4.41666666666667,7,363.15,-4,-110.15,21.65,0,FALSE,TRUE,FALSE,-149,-64,0.476360619604192,0.926954964298075,1.78023407022107,5,0.105865393418502,-0.287314311609105,-0.16774879342484,6.6667,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"847",913,"sedg.us","2014",21,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,45.5,1.5,0,47,5,2,0,7,15,35,14,15,5,354.55,303,657.55,NA,0.1665,2000,333,2.627,0.21,68,407,1897,1629,28,35,1.9,139,166,4.1,0.6,6.7,48,31.1,20.8,"Loam",7,0.985901355185675,2.27731958762887,0.506653072170009,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_21","sedg.us_3",3.31034482758621,4.89655172413793,3.125,4.25,3.04166666666667,4.41666666666667,9,416.25,-2,-113.25,236.4,-2,FALSE,TRUE,FALSE,105,41,0.428910486764598,0.942412662996416,1.78741976893453,3.8889,0.077742585405411,0.043488692189259,0.48989981869434,1.1111,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"848",914,"sedg.us","2014",28,3,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,7,35.5,1,0,36.5,6,2,0,8,15,35,14,15,4.375,332,209.7,541.7,NA,0.254040404040404,1980,503,1.9,0.155,61,355,2389,1606,30,35,1.4,127,144,4.1,0.6,7,NA,NA,NA,NA,8,1.30806166892135,2.70920183019827,0.629044694309923,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_28","sedg.us_3",3.27586206896552,4.86206896551724,3.125,4.25,3.04166666666667,4.41666666666667,10,328.3,-2,-118.6,135,1,FALSE,TRUE,FALSE,192,-6,0.658169749539202,1.51549185394859,3.57692307692308,3.5,-0.029125055229279,-0.20743018502724,-0.86772124672481,0.875,10718.85,12533.4140886364,19,FALSE,"sedg.us_2014"
"849",915,"sedg.us","2015",1,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,8,96,1,0,97,3,2,0,5,11,35,14,15,7,186.6,451.6,638.2,NA,0.0626531326566328,1428.5,89.5,2.422,0.205,57,581,2054,2089,30,38,1.7,147,138,4,0.9,6.9,NA,NA,NA,NA,5,0.625775605474871,1.48911925298726,0.38881624487673,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_1","sedg.us_1",2.96551724137931,3.31034482758621,3.125,3.5,2.95833333333333,3.04166666666667,7,240.1,-2,211.5,15.5,-2,FALSE,TRUE,FALSE,-222.5,-540.5,0.609425903372612,1.18588805046997,2.49716874292186,5,-0.220609658495882,-0.560112444995099,-1.0080494899346,2,12718.35,12533.4140886364,19,FALSE,"sedg.us_2015"
"850",916,"sedg.us","2015",7,1,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,8,69,0,0,69,3,0,0,3,11,35,14,15,11.6667,371.75,342.3,714.05,NA,0.0585480093676815,1494.5,87.5,3.084,0.254,58,408,1907,1685,25,36,1.9,137,146,4.1,0.7,6.6,40,37.1,22.8,"Loam",3,0.752016714460052,2.03027718550107,0.684515112580573,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_7","sedg.us_1",3.03448275862069,3.44827586206897,3.125,3.5,2.95833333333333,3.04166666666667,3,232.7,0,109.6,-53.5,-3,FALSE,FALSE,TRUE,-164.5,-458.5,0.775145392695342,0.85158425391957,2.19402985074627,11.6667,-0.090630280114769,-0.099567539459518,-0.1637526652452,0,12718.35,12533.4140886364,19,FALSE,"sedg.us_2015"
"851",917,"sedg.us","2015",14,2,"Sedgwick Reserve UCNRS","North America","US","Pacific Coast (North America)",0,0,0,0,"annual grassland",550,34.7,-120.0166667,-757,15.5750000476837,16.2666665712992,58.9371984348672,426.808989325951,29.3999996185303,1.79999995231628,27.599999666214,11.1666666666667,20.5333336194356,21.2166666984558,10.8833332061768,478,99,0,95.9279196285674,279,3,11,259,0.3982,1278,1.1373,"Experimental (Nutrients Only)",0,0,0,0,"Control",2008,NA,8,60,0,0,60,2,0,0,2,11,35,14,15,17.5,425,387.8,812.8,NA,0.0867927994121969,1088.8,94.5,2.331,0.187,78,445,2148,1727,31,36,2.3,146,178,4.2,0.7,6.8,56,23.1,20.8,"Sandy Loam",2,0.679193265991526,1.94594594594595,0.979868756651153,"sedg.us",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,10,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"sedg.us_14","sedg.us_2",3.06896551724138,3.48275862068966,2.625,2.5,2.95833333333333,3.04166666666667,2,368.4,0,19.4,39.75,-2,FALSE,FALSE,TRUE,-153.5,-858.2,0.86804039861664,0.601679754913255,1.69882352941176,17.5,0.111828358034513,0.077513511078271,0.24712241653419,0,12718.35,12533.4140886364,19,FALSE,"sedg.us_2015"
